ST,STATE,ST_ABBR,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
37,NORTH CAROLINA,NC,Mitchell,37121,"Mitchell County, North Carolina",221.2520376,15040,0,8812,37,6361,285,2052,361,280,105,23907,1895,1721,263,3609,56,2768,30,3041,262,348,134,1143,19,126,124,119,54,1552,285,50,35,368,97,343,78,14.0,2.5,4.3,1.6,23907.0,1895.0,15.5,2.3,24.0,0.4,18.4,0.2,20.4,1.7,5.5,2.1,7.6,0.1,0.9,0.9,1.4,0.6,17.6,3.2,0.8,0.6,5.8,1.5,2.3,0.5,0.2424,0.0303,0.5657,0.5051,1.3435,0.2626,0.8586,0.1717,0.8384,0.0808,1.9495,0.5354,0.0505,0.2727,0.3232,0.0909,0.3232,0.3939,0.0303,0.4848,0.5556,1.7878,0.202,5.404,0.2323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1887,297,12.6,2.0,13585
37,NORTH CAROLINA,NC,Madison,37115,"Madison County, North Carolina",449.6148991,21405,0,10892,81,8452,287,3586,556,559,164,25326,1774,2229,314,4486,41,3882,92,3566,378,552,125,1265,23,98,114,47,21,2796,280,155,74,398,152,1125,181,17.6,2.7,5.6,1.6,25326.0,1774.0,14.6,2.0,21.0,0.2,18.1,0.4,16.8,1.8,6.5,1.5,5.9,0.1,0.5,0.6,0.4,0.2,25.7,2.6,1.8,0.9,4.7,1.8,5.3,0.8,0.5556,0.2626,0.4141,0.4444,1.6767,0.4141,0.7172,0.1414,0.4949,0.202,1.5555,0.1313,0.0,0.0808,0.0808,0.0101,0.0404,0.7778,0.2929,0.2222,0.8384,2.1717,0.3232,5.4847,0.2424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2149,408,10.2,1.9,14417
37,NORTH CAROLINA,NC,Cherokee,37039,"Cherokee County, North Carolina",455.5363265,27668,0,18104,76,11895,423,4516,677,702,195,22754,1140,2912,347,7817,107,4771,11,5649,484,515,164,2417,37,153,106,30,19,3618,393,245,88,573,180,439,147,16.5,2.5,6.4,1.8,22754.0,1140.0,13.7,1.6,28.3,0.4,17.2,0.0,20.6,1.8,4.3,1.4,8.7,0.1,0.6,0.4,0.2,0.1,20.0,2.2,2.1,0.7,4.8,1.5,1.6,0.5,0.4545,0.4343,0.7172,0.3535,1.9595,0.5051,0.9596,0.0808,0.8788,0.0202,1.9394,0.4848,0.0707,0.1212,0.1919,0.0404,0.0202,0.4949,0.3939,0.2525,0.3838,1.5453,0.1212,5.6361,0.2525,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3829,501,14.0,1.8,26202
37,NORTH CAROLINA,NC,Perquimans,37143,"Perquimans County, North Carolina",247.1437647,13459,0,7136,47,5919,206,2055,418,383,125,25809,1823,1361,237,3583,56,2579,8,2055,223,351,116,3755,18,128,123,109,68,1587,241,79,63,402,120,88,87,15.5,3.1,6.7,2.2,25809.0,1823.0,13.5,2.3,26.6,0.4,19.2,0.1,15.4,1.7,5.9,2.0,27.9,0.1,1.0,1.0,1.5,1.0,22.2,3.4,1.3,1.1,6.8,2.0,0.7,0.6,0.3535,0.4848,0.3838,0.3333,1.5554,0.3636,0.9293,0.2525,0.2929,0.1212,1.5959,0.1515,0.4747,0.303,0.7777,0.3232,0.3535,0.6061,0.1414,0.6162,0.0606,1.7778,0.1919,5.7068,0.2626,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1688,364,12.7,2.7,10575
37,NORTH CAROLINA,NC,Davie,37059,"Davie County, North Carolina",263.6952327,41991,0,18582,36,15999,326,5710,904,1125,299,29613,1749,3979,504,8313,23,9038,86,6493,505,1132,277,6429,26,936,229,605,150,3457,446,436,163,470,155,368,58,13.7,2.2,5.5,1.5,29613.0,1749.0,13.3,1.7,19.8,0.1,21.5,0.2,15.6,1.2,7.1,1.7,15.3,0.1,2.3,0.6,3.3,0.8,18.6,2.4,2.7,1.0,2.9,1.0,0.9,0.1,0.202,0.2323,0.1919,0.3232,0.9494,0.1818,0.6465,0.5354,0.3131,0.2626,1.7576,0.3232,0.2323,0.7677,1.0,0.5051,0.6869,0.4343,0.7677,0.0404,0.1313,2.0606,0.2525,5.7676,0.2727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4510,828,10.8,2.0,35286
37,NORTH CAROLINA,NC,Ashe,37009,"Ashe County, North Carolina",425.0603837,26786,0,17649,76,11805,470,4748,741,604,172,24039,1544,3187,380,6427,63,4893,43,4166,398,867,225,1986,23,218,145,510,189,3820,418,91,52,729,174,430,167,18.0,2.8,4.6,1.3,24039.0,1544.0,15.8,1.9,24.0,0.2,18.3,0.2,15.7,1.5,7.3,1.9,7.4,0.1,0.9,0.6,2.9,1.1,21.6,2.4,0.8,0.4,6.2,1.5,1.6,0.6,0.5859,0.0909,0.5455,0.5152,1.7375,0.4444,0.8586,0.1515,0.3333,0.2929,1.6363,0.1919,0.0303,0.2727,0.303,0.0707,0.6162,0.5354,0.0303,0.5556,0.3838,2.1213,0.303,5.7981,0.2828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3155,344,11.9,1.3,20739
37,NORTH CAROLINA,NC,Cabarrus,37025,"Cabarrus County, North Carolina",361.2378374,201448,0,78093,118,72299,556,21822,1781,6349,608,31050,717,13302,1004,25749,96,52386,0,21234,1142,7151,600,66819,244,4165,625,4367,468,4943,479,2851,450,3144,385,1599,275,10.9,0.9,6.0,0.6,31050.0,717.0,10.0,0.8,12.8,0.1,26.0,0.0,10.6,0.6,9.9,0.8,33.2,0.1,2.2,0.3,5.6,0.6,6.3,0.6,3.9,0.6,4.3,0.5,0.8,0.1,0.0606,0.3333,0.1313,0.1212,0.6464,0.1111,0.101,0.9596,0.0606,0.6667,1.7879,0.3636,0.5152,0.7273,1.2425,0.6667,0.8485,0.0808,0.9596,0.1717,0.0909,2.1515,0.3131,5.8283,0.2929,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,2,15678,1181,7.8,0.6,174980
37,NORTH CAROLINA,NC,Johnston,37101,"Johnston County, North Carolina",791.2318124,191172,0,73685,115,67154,743,25213,2097,5185,717,25847,626,17373,976,24306,90,49706,0,27001,1323,6999,725,60690,119,4728,693,1563,295,12796,702,1313,292,2777,365,1720,242,13.3,1.1,5.5,0.7,25847.0,626.0,13.7,0.8,12.7,0.1,26.0,0.0,14.2,0.7,10.4,1.1,31.7,0.1,2.6,0.4,2.1,0.4,17.4,1.0,2.0,0.4,4.1,0.5,0.9,0.1,0.1717,0.2323,0.3737,0.3535,1.1312,0.2323,0.0909,0.9596,0.1818,0.7273,1.9596,0.5556,0.5051,0.8081,1.3132,0.7576,0.5051,0.3838,0.3636,0.1414,0.1313,1.5252,0.101,5.9292,0.303,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,23136,1576,12.2,0.8,149486
37,NORTH CAROLINA,NC,Mecklenburg,37119,"Mecklenburg County, North Carolina",523.5725071,1054314,0,435795,279,403546,1562,131485,4170,34106,1532,37298,388,69881,2496,112217,31,254065,0,87596,1795,39834,1387,555581,439,46928,1846,94211,2079,6149,484,9070,651,23988,867,15237,642,12.7,0.4,5.8,0.3,37298.0,388.0,9.9,0.4,10.6,0.1,24.1,0.0,8.4,0.2,9.9,0.3,52.7,0.0,4.8,0.2,21.6,0.5,1.4,0.1,2.2,0.2,5.9,0.2,1.4,0.1,0.1414,0.2828,0.0303,0.1111,0.5656,0.101,0.0202,0.8788,0.0,0.6667,1.5657,0.1414,0.8384,0.9495,1.7879,0.9495,1.0,0.0,0.4545,0.5152,0.3131,2.2828,0.3838,6.202,0.3131,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,124566,3313,11.9,0.3,1063828
37,NORTH CAROLINA,NC,Pender,37141,"Pender County, North Carolina",871.2952204,59020,0,28601,93,21766,411,8709,1074,2016,345,27724,1092,5189,469,10339,123,13225,67,9560,737,1117,223,14882,57,759,219,702,188,6773,453,438,147,913,205,1189,197,15.1,1.9,7.4,1.3,27724.0,1092.0,12.5,1.1,17.5,0.2,22.4,0.1,16.6,1.3,5.1,1.0,25.2,0.1,1.4,0.4,2.5,0.7,23.7,1.6,2.0,0.7,4.2,0.9,2.0,0.3,0.3232,0.6162,0.2424,0.3131,1.4949,0.3232,0.4141,0.6566,0.4848,0.0707,1.6262,0.1818,0.404,0.4949,0.8989,0.4242,0.5556,0.6768,0.3636,0.1515,0.5152,2.2627,0.3737,6.2827,0.3232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6517,766,11.3,1.3,44626
37,NORTH CAROLINA,NC,Stanly,37167,"Stanly County, North Carolina",395.125381,61114,0,27638,122,23717,382,8474,1000,1865,267,24671,792,6359,456,11242,78,13277,0,8769,552,2315,318,11705,108,566,208,244,117,3609,351,780,206,1144,227,2137,281,14.3,1.7,6.2,0.9,24671.0,792.0,14.9,1.1,18.4,0.1,21.7,0.0,14.7,0.9,9.8,1.3,19.2,0.2,1.0,0.4,0.9,0.4,13.1,1.3,3.3,0.9,4.8,0.9,3.5,0.5,0.2626,0.3838,0.4646,0.4848,1.5958,0.3838,0.4545,0.596,0.2222,0.6465,1.9192,0.4444,0.3232,0.303,0.6262,0.2424,0.1616,0.1616,0.8889,0.2525,0.7172,2.1818,0.3333,6.323,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6245,637,10.5,1.1,52082
37,NORTH CAROLINA,NC,Jackson,37099,"Jackson County, North Carolina",491.1925323,42256,0,27073,137,16642,551,7439,781,926,306,24073,1226,3141,418,7976,127,7163,61,5915,607,1278,240,8054,63,576,156,1059,228,4810,477,371,141,880,225,3720,301,19.4,2.0,4.7,1.6,24073.0,1226.0,11.6,1.5,18.9,0.3,17.0,0.1,14.1,1.4,7.7,1.4,19.1,0.1,1.4,0.4,3.9,0.8,17.8,1.8,2.2,0.8,5.3,1.4,8.8,0.7,0.6869,0.101,0.5354,0.2424,1.5657,0.3737,0.4949,0.0707,0.1616,0.3333,1.0605,0.0404,0.3131,0.4949,0.808,0.3333,0.7475,0.404,0.4545,0.3838,0.9293,2.9191,0.7071,6.3533,0.3434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5466,614,13.0,1.5,39713
37,NORTH CAROLINA,NC,Yancey,37199,"Yancey County, North Carolina",312.5920506,17667,0,11211,36,7402,249,3361,481,605,172,23264,1546,2076,288,4379,66,3296,48,3248,324,454,137,1307,19,236,122,212,67,2427,316,116,61,372,87,150,59,19.2,2.7,7.8,2.2,23264.0,1546.0,15.8,2.2,24.8,0.4,18.7,0.3,18.5,1.8,6.1,1.8,7.4,0.1,1.4,0.7,1.9,0.6,21.6,2.8,1.6,0.8,5.0,1.2,0.8,0.3,0.6566,0.6566,0.6566,0.5152,2.485,0.6566,0.899,0.202,0.6869,0.1515,1.9394,0.4848,0.0303,0.4949,0.5252,0.1515,0.4848,0.5354,0.1818,0.303,0.0909,1.5959,0.1313,6.5455,0.3535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2196,313,12.5,1.8,11516
37,NORTH CAROLINA,NC,Avery,37011,"Avery County, North Carolina",247.3377644,17501,0,14166,301,6587,441,2056,362,300,121,20253,1899,2325,288,3700,51,2707,0,2991,356,327,128,2203,244,194,110,1181,134,2241,328,109,86,258,67,3334,634,14.4,2.6,4.3,1.7,20253.0,1899.0,17.7,2.2,21.1,0.3,15.5,0.0,19.9,2.3,5.0,1.9,12.6,1.4,1.2,0.7,8.3,0.9,15.8,2.3,1.7,1.3,3.9,1.1,19.1,3.6,0.2727,0.0303,0.899,0.6566,1.8586,0.4646,0.7374,0.0202,0.7879,0.0606,1.6061,0.1616,0.1515,0.404,0.5555,0.1919,0.8788,0.3232,0.2626,0.101,1.0,2.5656,0.5253,6.5858,0.3636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2256,288,15.0,1.8,17520
37,NORTH CAROLINA,NC,Franklin,37069,"Franklin County, North Carolina",491.8001472,64902,0,28012,119,24749,523,9093,1167,1731,292,26273,1038,7114,577,10417,95,14574,66,10049,716,2018,303,23658,66,1171,348,366,109,7171,545,552,163,1276,215,1589,257,14.4,1.8,5.5,0.9,26273.0,1038.0,15.9,1.3,16.1,0.1,22.5,0.1,15.7,1.1,8.2,1.2,36.5,0.1,1.9,0.6,1.3,0.4,25.6,2.0,2.2,0.7,5.2,0.9,2.4,0.4,0.2727,0.2323,0.3131,0.5455,1.3636,0.2828,0.2222,0.697,0.3333,0.4242,1.6767,0.2222,0.5758,0.6566,1.2324,0.6364,0.303,0.7677,0.4545,0.3636,0.5657,2.4545,0.4747,6.7272,0.3737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7142,941,11.2,1.5,47374
37,NORTH CAROLINA,NC,Gaston,37071,"Gaston County, North Carolina",355.7201328,216585,0,91779,203,81494,861,33324,1814,7125,616,26069,589,22783,1042,33757,69,49469,0,33579,1049,7750,543,58421,359,2369,360,4326,418,10214,574,2219,304,4585,400,2906,331,15.6,0.9,6.7,0.6,26069.0,589.0,15.3,0.7,15.6,0.1,22.8,0.0,15.7,0.5,9.5,0.7,27.0,0.2,1.2,0.2,4.7,0.5,11.1,0.6,2.7,0.4,5.6,0.5,1.3,0.2,0.3838,0.4848,0.3535,0.4949,1.717,0.4242,0.1919,0.7576,0.3333,0.596,1.8788,0.404,0.4242,0.404,0.8282,0.3636,0.8081,0.1212,0.7677,0.4444,0.2626,2.404,0.4444,6.828,0.3838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23152,1351,10.8,0.6,185502
37,NORTH CAROLINA,NC,Caldwell,37027,"Caldwell County, North Carolina",471.8909698,81779,0,37950,94,32594,538,13405,1062,2546,370,22945,856,11913,829,15466,80,16870,61,14780,784,2578,367,10167,109,1140,296,843,242,7215,545,692,214,1578,248,992,207,16.6,1.3,6.6,1.0,22945.0,856.0,20.3,1.4,18.9,0.1,20.6,0.1,18.3,1.0,7.9,1.1,12.4,0.1,1.5,0.4,2.2,0.6,19.0,1.4,2.1,0.7,4.8,0.7,1.2,0.3,0.4747,0.4646,0.697,0.8384,2.4747,0.6465,0.4949,0.3636,0.6364,0.3737,1.8686,0.3939,0.1111,0.5556,0.6667,0.2727,0.5152,0.4444,0.3939,0.2525,0.2222,1.8282,0.2121,6.8382,0.3939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10205,782,12.6,1.0,70497
37,NORTH CAROLINA,NC,Granville,37077,"Granville County, North Carolina",531.9906998,58874,0,24069,175,21030,457,7781,933,1695,396,26228,879,6522,546,9519,76,12272,0,8981,654,2377,351,24620,38,838,224,382,130,5033,415,251,124,1053,219,3706,430,13.9,1.7,6.1,1.4,26228.0,879.0,15.8,1.3,16.2,0.1,20.8,0.0,16.0,1.2,11.3,1.7,41.8,0.1,1.5,0.4,1.6,0.5,20.9,1.7,1.2,0.6,5.0,1.0,6.3,0.7,0.2222,0.3636,0.3333,0.5152,1.4343,0.2929,0.2424,0.4343,0.4141,0.8586,1.9494,0.5152,0.6869,0.5556,1.2425,0.6667,0.404,0.5152,0.1111,0.303,0.8788,2.2121,0.3636,6.8383,0.404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5115,681,9.1,1.2,51441
37,NORTH CAROLINA,NC,Alleghany,37005,"Alleghany County, North Carolina",234.4029084,10973,0,8160,48,4746,225,2673,418,284,116,21244,1196,1926,238,2802,41,1943,0,2533,253,342,118,1425,19,142,114,44,26,1392,239,58,38,185,62,163,95,24.6,3.8,5.9,2.3,21244.0,1196.0,23.4,2.8,25.5,0.4,17.7,0.0,23.3,2.3,7.2,2.5,13.0,0.2,1.3,1.1,0.5,0.3,17.1,2.9,1.2,0.8,3.9,1.3,1.5,0.9,0.9192,0.3232,0.8081,0.9697,3.0202,0.8081,0.9192,0.101,0.9596,0.2727,2.2525,0.7172,0.1717,0.4343,0.606,0.2121,0.0606,0.3737,0.1111,0.101,0.3636,1.01,0.0202,6.8887,0.4141,1,0,0,1,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,4,1211,230,11.2,2.1,10221
37,NORTH CAROLINA,NC,Alexander,37003,"Alexander County, North Carolina",259.9849362,37119,0,16399,84,13722,421,5333,861,1170,304,24452,1440,4924,532,7089,130,7618,30,6510,588,912,221,4874,26,536,268,67,40,5111,423,393,143,498,150,1326,203,14.9,2.4,6.7,1.7,24452.0,1440.0,18.4,2.0,19.1,0.4,20.5,0.1,18.2,1.6,6.6,1.6,13.1,0.1,1.5,0.8,0.4,0.2,31.2,2.6,2.9,1.0,3.6,1.1,3.6,0.5,0.3131,0.4848,0.4747,0.6667,1.9393,0.4949,0.5253,0.3434,0.6263,0.2121,1.7071,0.2727,0.1818,0.5556,0.7374,0.3131,0.0404,0.8889,0.8384,0.0909,0.7273,2.5859,0.5556,6.9697,0.4242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3869,423,10.8,1.2,27611
37,NORTH CAROLINA,NC,Catawba,37035,"Catawba County, North Carolina",401.3726619,156729,0,68693,156,61099,728,20377,1657,5453,592,26950,681,16024,958,26739,122,35357,0,22052,1135,5030,489,37865,189,4129,551,3448,407,9668,579,1770,324,2987,419,2485,331,13.2,1.1,7.0,0.7,26950.0,681.0,14.8,0.9,17.1,0.1,22.6,0.0,14.2,0.7,8.2,0.8,24.2,0.1,2.8,0.4,5.0,0.6,14.1,0.8,2.9,0.5,4.9,0.7,1.6,0.2,0.1616,0.5657,0.2929,0.4747,1.4949,0.3232,0.3434,0.7374,0.1818,0.4242,1.6868,0.2424,0.3939,0.8485,1.2424,0.6465,0.8283,0.2222,0.8384,0.2929,0.3838,2.5656,0.5253,6.9897,0.4343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16819,1240,10.8,0.8,172533
37,NORTH CAROLINA,NC,Davidson,37057,"Davidson County, North Carolina",553.1728852,164664,0,74311,171,65471,759,25064,1861,5745,584,25109,537,19082,898,28859,181,36830,0,26141,1038,5410,524,32116,31,3075,446,2213,335,11424,782,1588,323,3755,392,1935,389,15.5,1.1,7.2,0.7,25109.0,537.0,16.6,0.8,17.5,0.1,22.4,0.0,16.1,0.6,8.3,0.8,19.5,0.0,2.0,0.3,3.0,0.5,15.4,1.0,2.4,0.5,5.7,0.6,1.2,0.2,0.3535,0.6061,0.4343,0.6061,2.0,0.5253,0.4141,0.6566,0.4242,0.4545,1.9494,0.5152,0.3333,0.6768,1.0101,0.5253,0.6364,0.2929,0.596,0.4545,0.2222,2.202,0.3535,7.1615,0.4444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18582,1315,11.4,0.8,127861
37,NORTH CAROLINA,NC,Graham,37075,"Graham County, North Carolina",291.9649891,8557,0,6017,47,3288,196,1524,344,236,110,19323,1739,1151,186,1990,31,1755,74,1724,219,98,55,1129,17,47,77,72,39,1605,203,15,18,239,100,119,107,18.1,4.1,6.9,3.2,19323.0,1739.0,19.0,3.0,23.3,0.4,20.5,0.9,20.4,2.5,3.0,1.7,13.2,0.2,0.6,0.9,1.2,0.7,26.7,3.4,0.5,0.6,7.3,2.9,1.4,1.3,0.6162,0.5455,0.9394,0.7172,2.8183,0.7374,0.798,0.3434,0.8384,0.0,1.9798,0.5859,0.1919,0.1212,0.3131,0.0808,0.2424,0.8283,0.0,0.6768,0.3131,2.0606,0.2525,7.1718,0.4545,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1448,312,17.1,3.7,6790
37,NORTH CAROLINA,NC,Onslow,37133,"Onslow County, North Carolina",761.9405397,193912,0,78501,426,64065,1024,23880,2150,6709,801,23783,615,9045,903,16797,86,47355,70,27298,1361,6697,706,65094,157,1229,362,5532,735,11375,877,1121,304,3039,474,20066,1166,13.8,1.2,9.6,1.1,23783.0,615.0,8.8,0.9,8.7,0.1,24.4,0.0,17.5,0.8,10.5,1.1,33.6,0.1,0.7,0.2,7.0,0.9,14.5,1.1,1.7,0.5,4.7,0.7,10.3,0.6,0.2121,0.899,0.5859,0.0404,1.7374,0.4343,0.0,0.8889,0.5556,0.7374,2.1819,0.697,0.5253,0.1818,0.7071,0.2828,0.8586,0.2626,0.2626,0.2222,0.9495,2.5555,0.5152,7.1819,0.4646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,13398,1259,8.6,0.8,164336
37,NORTH CAROLINA,NC,Yadkin,37197,"Yadkin County, North Carolina",334.9419807,37665,0,17401,69,15448,307,5692,797,889,201,23566,952,5052,417,7208,55,8061,20,6312,441,1230,233,5858,25,978,251,260,119,4508,394,406,131,788,175,326,85,15.3,2.1,5.3,1.2,23566.0,952.0,19.0,1.6,19.1,0.1,21.4,0.1,16.9,1.2,8.0,1.5,15.6,0.1,2.7,0.7,1.5,0.7,25.9,2.3,2.6,0.8,5.1,1.1,0.9,0.2,0.3333,0.1818,0.6263,0.7172,1.8586,0.4646,0.5253,0.5152,0.5253,0.3939,1.9597,0.5657,0.2424,0.8283,1.0707,0.5859,0.3535,0.7879,0.7071,0.3333,0.1313,2.3131,0.404,7.2021,0.4747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4569,631,12.2,1.7,29329
